Sub_1,Sub_2,Sub_3,Sub_4,Sum,course,school,comb
32,16,70,87,205,human nutrition,Agricultural Sciences,32 16 70 87 Agricultural Sciences 205
32,60,23,90,205,human nutrition,Agricultural Sciences,32 60 23 90 Agricultural Sciences 205
38,29,77,61,205,human nutrition,Agricultural Sciences,38 29 77 61 Agricultural Sciences 205
90,87,9,19,205,human nutrition,Agricultural Sciences,90 87 9 19 Agricultural Sciences 205
37,88,25,55,205,human nutrition,Agricultural Sciences,37 88 25 55 Agricultural Sciences 205
96,10,47,52,205,human nutrition,Agricultural Sciences,96 10 47 52 Agricultural Sciences 205
48,78,13,66,205,human nutrition,Agricultural Sciences,48 78 13 66 Agricultural Sciences 205
57,83,9,56,205,human nutrition,Agricultural Sciences,57 83 9 56 Agricultural Sciences 205
93,91,9,12,205,human nutrition,Agricultural Sciences,93 91 9 12 Agricultural Sciences 205
31,26,62,86,205,human nutrition,Agricultural Sciences,31 26 62 86 Agricultural Sciences 205
89,25,82,10,206,entomology,Natural Sciences,89 25 82 10 Natural Sciences 206
3,24,85,94,206,entomology,Natural Sciences,3 24 85 94 Natural Sciences 206
25,37,70,74,206,entomology,Natural Sciences,25 37 70 74 Natural Sciences 206
58,91,50,7,206,entomology,Natural Sciences,58 91 50 7 Natural Sciences 206
38,92,9,67,206,entomology,Natural Sciences,38 92 9 67 Natural Sciences 206
47,36,47,76,206,entomology,Natural Sciences,47 36 47 76 Natural Sciences 206
54,90,32,30,206,entomology,Natural Sciences,54 90 32 30 Natural Sciences 206
38,39,37,92,206,entomology,Natural Sciences,38 39 37 92 Natural Sciences 206
73,57,58,18,206,entomology,Natural Sciences,73 57 58 18 Natural Sciences 206
50,14,47,95,206,entomology,Natural Sciences,50 14 47 95 Natural Sciences 206
77,2,36,91,206,entomology,Natural Sciences,77 2 36 91 Natural Sciences 206
74,50,7,75,206,entomology,Natural Sciences,74 50 7 75 Natural Sciences 206
79,47,16,64,206,entomology,Natural Sciences,79 47 16 64 Natural Sciences 206
81,44,49,32,206,entomology,Natural Sciences,81 44 49 32 Natural Sciences 206
43,91,64,8,206,entomology,Natural Sciences,43 91 64 8 Natural Sciences 206
67,71,49,19,206,entomology,Natural Sciences,67 71 49 19 Natural Sciences 206
69,4,85,48,206,entomology,Natural Sciences,69 4 85 48 Natural Sciences 206
64,44,35,63,206,entomology,Natural Sciences,64 44 35 63 Natural Sciences 206
61,37,43,65,206,entomology,Natural Sciences,61 37 43 65 Natural Sciences 206
48,34,57,67,206,entomology,Natural Sciences,48 34 57 67 Natural Sciences 206
81,85,25,15,206,entomology,Natural Sciences,81 85 25 15 Natural Sciences 206
42,88,13,63,206,entomology,Natural Sciences,42 88 13 63 Natural Sciences 206
52,46,10,98,206,entomology,Natural Sciences,52 46 10 98 Natural Sciences 206
91,26,82,7,206,entomology,Natural Sciences,91 26 82 7 Natural Sciences 206
60,41,81,24,206,entomology,Natural Sciences,60 41 81 24 Natural Sciences 206
91,69,14,32,206,entomology,Natural Sciences,91 69 14 32 Natural Sciences 206
54,41,34,77,206,entomology,Natural Sciences,54 41 34 77 Natural Sciences 206
75,10,27,94,206,entomology,Natural Sciences,75 10 27 94 Natural Sciences 206
85,14,84,23,206,entomology,Natural Sciences,85 14 84 23 Natural Sciences 206
41,37,81,47,206,entomology,Natural Sciences,41 37 81 47 Natural Sciences 206
80,19,98,9,206,entomology,Natural Sciences,80 19 98 9 Natural Sciences 206
93,71,18,24,206,entomology,Natural Sciences,93 71 18 24 Natural Sciences 206
37,84,63,22,206,entomology,Natural Sciences,37 84 63 22 Natural Sciences 206
63,44,0,99,206,entomology,Natural Sciences,63 44 0 99 Natural Sciences 206
75,81,19,31,206,entomology,Natural Sciences,75 81 19 31 Natural Sciences 206
69,44,57,36,206,entomology,Natural Sciences,69 44 57 36 Natural Sciences 206
72,27,56,52,207,entomology,Natural Sciences,72 27 56 52 Natural Sciences 207
2,30,77,98,207,entomology,Natural Sciences,2 30 77 98 Natural Sciences 207
59,77,48,23,207,entomology,Natural Sciences,59 77 48 23 Natural Sciences 207
2,54,58,93,207,entomology,Natural Sciences,2 54 58 93 Natural Sciences 207
52,79,40,36,207,entomology,Natural Sciences,52 79 40 36 Natural Sciences 207
76,35,80,16,207,entomology,Natural Sciences,76 35 80 16 Natural Sciences 207
92,26,52,37,207,entomology,Natural Sciences,92 26 52 37 Natural Sciences 207
20,62,33,92,207,entomology,Natural Sciences,20 62 33 92 Natural Sciences 207
94,67,19,27,207,entomology,Natural Sciences,94 67 19 27 Natural Sciences 207
7,49,63,88,207,entomology,Natural Sciences,7 49 63 88 Natural Sciences 207
79,13,91,24,207,entomology,Natural Sciences,79 13 91 24 Natural Sciences 207
37,48,96,26,207,entomology,Natural Sciences,37 48 96 26 Natural Sciences 207
89,19,10,89,207,entomology,Natural Sciences,89 19 10 89 Natural Sciences 207
69,81,26,31,207,entomology,Natural Sciences,69 81 26 31 Natural Sciences 207
51,75,38,43,207,entomology,Natural Sciences,51 75 38 43 Natural Sciences 207
28,48,82,49,207,entomology,Natural Sciences,28 48 82 49 Natural Sciences 207
21,50,50,86,207,entomology,Natural Sciences,21 50 50 86 Natural Sciences 207
26,69,86,26,207,entomology,Natural Sciences,26 69 86 26 Natural Sciences 207
39,50,84,34,207,entomology,Natural Sciences,39 50 84 34 Natural Sciences 207
62,33,16,96,207,entomology,Natural Sciences,62 33 16 96 Natural Sciences 207
52,63,73,19,207,entomology,Natural Sciences,52 63 73 19 Natural Sciences 207
99,14,94,0,207,entomology,Natural Sciences,99 14 94 0 Natural Sciences 207
66,53,60,28,207,entomology,Natural Sciences,66 53 60 28 Natural Sciences 207
62,67,53,25,207,entomology,Natural Sciences,62 67 53 25 Natural Sciences 207
91,4,94,18,207,entomology,Natural Sciences,91 4 94 18 Natural Sciences 207
62,43,64,38,207,entomology,Natural Sciences,62 43 64 38 Natural Sciences 207
56,31,28,92,207,entomology,Natural Sciences,56 31 28 92 Natural Sciences 207
15,62,58,72,207,entomology,Natural Sciences,15 62 58 72 Natural Sciences 207
30,90,1,86,207,entomology,Natural Sciences,30 90 1 86 Natural Sciences 207
72,40,16,79,207,entomology,Natural Sciences,72 40 16 79 Natural Sciences 207
33,62,37,75,207,entomology,Natural Sciences,33 62 37 75 Natural Sciences 207
7,82,60,58,207,entomology,Natural Sciences,7 82 60 58 Natural Sciences 207
3,46,98,60,207,entomology,Natural Sciences,3 46 98 60 Natural Sciences 207
45,37,91,34,207,entomology,Natural Sciences,45 37 91 34 Natural Sciences 207
37,29,66,75,207,entomology,Natural Sciences,37 29 66 75 Natural Sciences 207
49,47,21,91,208,entomology,Natural Sciences,49 47 21 91 Natural Sciences 208
69,13,94,32,208,entomology,Natural Sciences,69 13 94 32 Natural Sciences 208
12,51,46,99,208,entomology,Natural Sciences,12 51 46 99 Natural Sciences 208
69,89,46,4,208,entomology,Natural Sciences,69 89 46 4 Natural Sciences 208
38,45,46,79,208,entomology,Natural Sciences,38 45 46 79 Natural Sciences 208
47,79,61,21,208,entomology,Natural Sciences,47 79 61 21 Natural Sciences 208
8,88,24,88,208,entomology,Natural Sciences,8 88 24 88 Natural Sciences 208
97,15,95,1,208,entomology,Natural Sciences,97 15 95 1 Natural Sciences 208
99,17,75,17,208,entomology,Natural Sciences,99 17 75 17 Natural Sciences 208
33,45,32,98,208,entomology,Natural Sciences,33 45 32 98 Natural Sciences 208
88,52,67,1,208,entomology,Natural Sciences,88 52 67 1 Natural Sciences 208
42,87,61,18,208,entomology,Natural Sciences,42 87 61 18 Natural Sciences 208
86,10,52,60,208,entomology,Natural Sciences,86 10 52 60 Natural Sciences 208
56,35,58,59,208,entomology,Natural Sciences,56 35 58 59 Natural Sciences 208
56,32,38,82,208,entomology,Natural Sciences,56 32 38 82 Natural Sciences 208
54,4,75,75,208,entomology,Natural Sciences,54 4 75 75 Natural Sciences 208
58,84,41,25,208,entomology,Natural Sciences,58 84 41 25 Natural Sciences 208
20,67,90,31,208,entomology,Natural Sciences,20 67 90 31 Natural Sciences 208
35,72,81,20,208,entomology,Natural Sciences,35 72 81 20 Natural Sciences 208
66,67,52,23,208,entomology,Natural Sciences,66 67 52 23 Natural Sciences 208
38,94,62,14,208,entomology,Natural Sciences,38 94 62 14 Natural Sciences 208
76,15,41,76,208,entomology,Natural Sciences,76 15 41 76 Natural Sciences 208
44,48,79,37,208,entomology,Natural Sciences,44 48 79 37 Natural Sciences 208
38,48,60,62,208,entomology,Natural Sciences,38 48 60 62 Natural Sciences 208
82,40,49,37,208,entomology,Natural Sciences,82 40 49 37 Natural Sciences 208
44,91,62,11,208,entomology,Natural Sciences,44 91 62 11 Natural Sciences 208
17,57,69,65,208,entomology,Natural Sciences,17 57 69 65 Natural Sciences 208
66,36,62,44,208,entomology,Natural Sciences,66 36 62 44 Natural Sciences 208
62,46,95,5,208,entomology,Natural Sciences,62 46 95 5 Natural Sciences 208
89,86,15,18,208,entomology,Natural Sciences,89 86 15 18 Natural Sciences 208
72,50,23,63,208,entomology,Natural Sciences,72 50 23 63 Natural Sciences 208
34,39,62,73,208,entomology,Natural Sciences,34 39 62 73 Natural Sciences 208
30,72,43,63,208,entomology,Natural Sciences,30 72 43 63 Natural Sciences 208
64,43,56,45,208,entomology,Natural Sciences,64 43 56 45 Natural Sciences 208
16,96,11,85,208,entomology,Natural Sciences,16 96 11 85 Natural Sciences 208
10,57,78,63,208,entomology,Natural Sciences,10 57 78 63 Natural Sciences 208
46,70,73,20,209,entomology,Natural Sciences,46 70 73 20 Natural Sciences 209
43,23,51,92,209,entomology,Natural Sciences,43 23 51 92 Natural Sciences 209
79,33,80,17,209,entomology,Natural Sciences,79 33 80 17 Natural Sciences 209
99,10,9,91,209,entomology,Natural Sciences,99 10 9 91 Natural Sciences 209
15,69,35,90,209,entomology,Natural Sciences,15 69 35 90 Natural Sciences 209
44,97,28,40,209,entomology,Natural Sciences,44 97 28 40 Natural Sciences 209
65,86,43,15,209,entomology,Natural Sciences,65 86 43 15 Natural Sciences 209
93,28,74,14,209,entomology,Natural Sciences,93 28 74 14 Natural Sciences 209
88,14,39,68,209,entomology,Natural Sciences,88 14 39 68 Natural Sciences 209
35,28,47,99,209,entomology,Natural Sciences,35 28 47 99 Natural Sciences 209
79,42,71,17,209,entomology,Natural Sciences,79 42 71 17 Natural Sciences 209
60,43,13,93,209,entomology,Natural Sciences,60 43 13 93 Natural Sciences 209
17,85,29,78,209,entomology,Natural Sciences,17 85 29 78 Natural Sciences 209
84,16,73,36,209,entomology,Natural Sciences,84 16 73 36 Natural Sciences 209
69,47,47,46,209,entomology,Natural Sciences,69 47 47 46 Natural Sciences 209
68,38,50,53,209,entomology,Natural Sciences,68 38 50 53 Natural Sciences 209
88,83,9,29,209,entomology,Natural Sciences,88 83 9 29 Natural Sciences 209
42,48,70,49,209,entomology,Natural Sciences,42 48 70 49 Natural Sciences 209
92,18,14,85,209,entomology,Natural Sciences,92 18 14 85 Natural Sciences 209
27,60,87,35,209,entomology,Natural Sciences,27 60 87 35 Natural Sciences 209
85,50,74,0,209,entomology,Natural Sciences,85 50 74 0 Natural Sciences 209
48,50,73,38,209,entomology,Natural Sciences,48 50 73 38 Natural Sciences 209
89,99,9,12,209,entomology,Natural Sciences,89 99 9 12 Natural Sciences 209
51,50,50,58,209,entomology,Natural Sciences,51 50 50 58 Natural Sciences 209
99,5,35,70,209,entomology,Natural Sciences,99 5 35 70 Natural Sciences 209
95,7,63,44,209,entomology,Natural Sciences,95 7 63 44 Natural Sciences 209
39,2,81,87,209,entomology,Natural Sciences,39 2 81 87 Natural Sciences 209
35,43,65,66,209,entomology,Natural Sciences,35 43 65 66 Natural Sciences 209
73,57,56,23,209,entomology,Natural Sciences,73 57 56 23 Natural Sciences 209
47,38,40,84,209,entomology,Natural Sciences,47 38 40 84 Natural Sciences 209
72,22,46,69,209,entomology,Natural Sciences,72 22 46 69 Natural Sciences 209
9,17,97,86,209,entomology,Natural Sciences,9 17 97 86 Natural Sciences 209
49,63,17,80,209,entomology,Natural Sciences,49 63 17 80 Natural Sciences 209
36,92,49,32,209,entomology,Natural Sciences,36 92 49 32 Natural Sciences 209
12,44,95,58,209,entomology,Natural Sciences,12 44 95 58 Natural Sciences 209
60,34,46,69,209,entomology,Natural Sciences,60 34 46 69 Natural Sciences 209
83,97,16,13,209,entomology,Natural Sciences,83 97 16 13 Natural Sciences 209
35,57,34,84,210,entomology,Natural Sciences,35 57 34 84 Natural Sciences 210
41,78,76,15,210,entomology,Natural Sciences,41 78 76 15 Natural Sciences 210
84,95,14,17,210,entomology,Natural Sciences,84 95 14 17 Natural Sciences 210
98,7,19,86,210,entomology,Natural Sciences,98 7 19 86 Natural Sciences 210
17,99,0,94,210,entomology,Natural Sciences,17 99 0 94 Natural Sciences 210
77,40,24,69,210,entomology,Natural Sciences,77 40 24 69 Natural Sciences 210
41,61,45,63,210,entomology,Natural Sciences,41 61 45 63 Natural Sciences 210
41,72,54,43,210,entomology,Natural Sciences,41 72 54 43 Natural Sciences 210
40,82,52,36,210,entomology,Natural Sciences,40 82 52 36 Natural Sciences 210
80,48,0,82,210,entomology,Natural Sciences,80 48 0 82 Natural Sciences 210
89,19,29,73,210,entomology,Natural Sciences,89 19 29 73 Natural Sciences 210
24,82,74,30,210,entomology,Natural Sciences,24 82 74 30 Natural Sciences 210
61,36,43,70,210,entomology,Natural Sciences,61 36 43 70 Natural Sciences 210
73,24,22,91,210,entomology,Natural Sciences,73 24 22 91 Natural Sciences 210
45,63,12,90,210,entomology,Natural Sciences,45 63 12 90 Natural Sciences 210
37,84,77,12,210,entomology,Natural Sciences,37 84 77 12 Natural Sciences 210
70,22,55,63,210,entomology,Natural Sciences,70 22 55 63 Natural Sciences 210
61,63,49,37,210,entomology,Natural Sciences,61 63 49 37 Natural Sciences 210
36,66,45,63,210,entomology,Natural Sciences,36 66 45 63 Natural Sciences 210
48,53,40,69,210,entomology,Natural Sciences,48 53 40 69 Natural Sciences 210
88,18,23,81,210,entomology,Natural Sciences,88 18 23 81 Natural Sciences 210
20,8,88,94,210,entomology,Natural Sciences,20 8 88 94 Natural Sciences 210
41,8,99,62,210,entomology,Natural Sciences,41 8 99 62 Natural Sciences 210
73,19,62,56,210,entomology,Natural Sciences,73 19 62 56 Natural Sciences 210
37,16,84,73,210,entomology,Natural Sciences,37 16 84 73 Natural Sciences 210
54,47,33,76,210,entomology,Natural Sciences,54 47 33 76 Natural Sciences 210
77,80,27,26,210,entomology,Natural Sciences,77 80 27 26 Natural Sciences 210
20,85,36,69,210,entomology,Natural Sciences,20 85 36 69 Natural Sciences 210
58,22,52,78,210,entomology,Natural Sciences,58 22 52 78 Natural Sciences 210
41,90,72,7,210,entomology,Natural Sciences,41 90 72 7 Natural Sciences 210
71,50,39,50,210,entomology,Natural Sciences,71 50 39 50 Natural Sciences 210
92,31,61,27,211,mycology and plant pathology,Natural Sciences,92 31 61 27 Natural Sciences 211
62,74,50,25,211,mycology and plant pathology,Natural Sciences,62 74 50 25 Natural Sciences 211
19,78,88,26,211,mycology and plant pathology,Natural Sciences,19 78 88 26 Natural Sciences 211
28,54,32,97,211,mycology and plant pathology,Natural Sciences,28 54 32 97 Natural Sciences 211
30,50,43,88,211,mycology and plant pathology,Natural Sciences,30 50 43 88 Natural Sciences 211
75,27,12,97,211,mycology and plant pathology,Natural Sciences,75 27 12 97 Natural Sciences 211
84,2,84,41,211,mycology and plant pathology,Natural Sciences,84 2 84 41 Natural Sciences 211
36,57,70,48,211,mycology and plant pathology,Natural Sciences,36 57 70 48 Natural Sciences 211
39,94,55,23,211,mycology and plant pathology,Natural Sciences,39 94 55 23 Natural Sciences 211
41,93,65,12,211,mycology and plant pathology,Natural Sciences,41 93 65 12 Natural Sciences 211
67,42,20,82,211,mycology and plant pathology,Natural Sciences,67 42 20 82 Natural Sciences 211
22,35,71,83,211,mycology and plant pathology,Natural Sciences,22 35 71 83 Natural Sciences 211
62,78,8,63,211,mycology and plant pathology,Natural Sciences,62 78 8 63 Natural Sciences 211
94,8,72,37,211,mycology and plant pathology,Natural Sciences,94 8 72 37 Natural Sciences 211
57,70,49,35,211,mycology and plant pathology,Natural Sciences,57 70 49 35 Natural Sciences 211
65,33,67,46,211,mycology and plant pathology,Natural Sciences,65 33 67 46 Natural Sciences 211
34,42,65,70,211,mycology and plant pathology,Natural Sciences,34 42 65 70 Natural Sciences 211
26,51,75,59,211,mycology and plant pathology,Natural Sciences,26 51 75 59 Natural Sciences 211
92,5,76,38,211,mycology and plant pathology,Natural Sciences,92 5 76 38 Natural Sciences 211
18,98,47,48,211,mycology and plant pathology,Natural Sciences,18 98 47 48 Natural Sciences 211
17,75,28,91,211,mycology and plant pathology,Natural Sciences,17 75 28 91 Natural Sciences 211
33,76,54,48,211,mycology and plant pathology,Natural Sciences,33 76 54 48 Natural Sciences 211
34,26,96,55,211,mycology and plant pathology,Natural Sciences,34 26 96 55 Natural Sciences 211
48,73,4,86,211,mycology and plant pathology,Natural Sciences,48 73 4 86 Natural Sciences 211
37,28,95,51,211,mycology and plant pathology,Natural Sciences,37 28 95 51 Natural Sciences 211
88,85,25,13,211,mycology and plant pathology,Natural Sciences,88 85 25 13 Natural Sciences 211
